LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,Parameters
252,Jun,22,13:16:30,combo,ftpd,17893.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
253,Jun,22,13:16:30,combo,ftpd,17879.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
254,Jun,22,13:16:30,combo,ftpd,17892.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
255,Jun,22,13:16:30,combo,ftpd,17876.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
256,Jun,22,13:16:30,combo,ftpd,17875.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
257,Jun,22,13:16:30,combo,ftpd,17877.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
258,Jun,22,13:16:30,combo,ftpd,17874.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
259,Jun,22,13:16:30,combo,ftpd,17882.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
260,Jun,22,13:16:30,combo,ftpd,17872.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
261,Jun,22,13:16:30,combo,ftpd,17881.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
262,Jun,22,13:16:30,combo,ftpd,17878.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
263,Jun,22,13:16:31,combo,ftpd,17873.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:30', '2005']"
264,Jun,22,13:16:31,combo,ftpd,17885.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:31', '2005']"
265,Jun,22,13:16:31,combo,ftpd,17884.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:31', '2005']"
266,Jun,22,13:16:31,combo,ftpd,17880.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:31', '2005']"
267,Jun,22,13:16:31,combo,ftpd,17883.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:31', '2005']"
268,Jun,22,13:16:31,combo,ftpd,17891.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:31', '2005']"
269,Jun,22,13:16:32,combo,ftpd,17894.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:32 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Wed', 'Jun', '22', '13:16:32', '2005']"
270,Jun,23,01:41:29,combo,sshd(pam_unix),18969.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=209.152.168.249', 'user=guest']"
271,Jun,23,01:41:29,combo,sshd(pam_unix),18971.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=209.152.168.249', 'user=guest']"
272,Jun,23,01:41:29,combo,sshd(pam_unix),18973.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=209.152.168.249', 'user=guest']"
273,Jun,23,01:41:29,combo,sshd(pam_unix),18975.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=209.152.168.249', 'user=guest']"
274,Jun,23,01:41:29,combo,sshd(pam_unix),18977.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=209.152.168.249', 'user=guest']"
275,Jun,23,01:41:30,combo,sshd(pam_unix),18983.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=209.152.168.249', 'user=guest']"
276,Jun,23,01:41:30,combo,sshd(pam_unix),18982.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=209.152.168.249', 'user=guest']"
277,Jun,23,01:41:30,combo,sshd(pam_unix),18981.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=209.152.168.249', 'user=guest']"
278,Jun,23,01:41:30,combo,sshd(pam_unix),18976.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=209.152.168.249', 'user=guest']"
279,Jun,23,01:41:32,combo,sshd(pam_unix),18967.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=209.152.168.249', 'user=guest']"
280,Jun,23,02:55:14,combo,sshd(pam_unix),19085.0,check pass; user unknown,E27,check pass; user unknown,[]
281,Jun,23,02:55:14,combo,sshd(pam_unix),19085.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=200.60.37.201,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=200.60.37.201']"
282,Jun,23,04:05:28,combo,su(pam_unix),19534.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),"['cyrus', '(uid=0)']"
283,Jun,23,04:05:29,combo,su(pam_unix),19534.0,session closed for user cyrus,E101,session closed for user <*>,['cyrus']
284,Jun,23,04:05:30,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],[]
285,Jun,23,04:13:08,combo,su(pam_unix),24180.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),"['news', '(uid=0)']"
286,Jun,23,04:13:09,combo,su(pam_unix),24180.0,session closed for user news,E101,session closed for user <*>,['news']
287,Jun,23,23:30:03,combo,sshd(pam_unix),26189.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=218.22.3.51', 'user=root']"
288,Jun,23,23:30:03,combo,sshd(pam_unix),26188.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=218.22.3.51', 'user=root']"
289,Jun,23,23:30:04,combo,sshd(pam_unix),26193.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=218.22.3.51', 'user=root']"
290,Jun,23,23:30:04,combo,sshd(pam_unix),26182.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=218.22.3.51', 'user=root']"
291,Jun,23,23:30:04,combo,sshd(pam_unix),26183.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=218.22.3.51', 'user=root']"
292,Jun,23,23:30:04,combo,sshd(pam_unix),26184.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=218.22.3.51', 'user=root']"
293,Jun,23,23:30:05,combo,sshd(pam_unix),26197.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=218.22.3.51', 'user=root']"
294,Jun,23,23:30:05,combo,sshd(pam_unix),26198.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=218.22.3.51', 'user=root']"
295,Jun,23,23:30:05,combo,sshd(pam_unix),26190.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=218.22.3.51', 'user=root']"
296,Jun,24,04:05:34,combo,su(pam_unix),26938.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),"['cyrus', '(uid=0)']"
297,Jun,24,04:05:35,combo,su(pam_unix),26938.0,session closed for user cyrus,E101,session closed for user <*>,['cyrus']
298,Jun,24,04:05:35,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],[]
299,Jun,24,04:11:12,combo,su(pam_unix),27311.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),"['news', '(uid=0)']"
300,Jun,24,04:11:12,combo,su(pam_unix),27311.0,session closed for user news,E101,session closed for user <*>,['news']
301,Jun,24,18:55:11,combo,ftpd,28568.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:11', '2005']"
302,Jun,24,18:55:11,combo,ftpd,28566.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:11', '2005']"
303,Jun,24,18:55:11,combo,ftpd,28562.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:11', '2005']"
304,Jun,24,18:55:11,combo,ftpd,28563.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:11', '2005']"
305,Jun,24,18:55:11,combo,ftpd,28565.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:11', '2005']"
306,Jun,24,18:55:11,combo,ftpd,28564.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:11', '2005']"
307,Jun,24,18:55:11,combo,ftpd,28567.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:11', '2005']"
308,Jun,24,18:55:18,combo,ftpd,28570.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:18', '2005']"
309,Jun,24,18:55:18,combo,ftpd,28571.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:18', '2005']"
310,Jun,24,18:55:18,combo,ftpd,28569.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:18', '2005']"
311,Jun,24,18:55:18,combo,ftpd,28572.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:18', '2005']"
312,Jun,24,18:55:18,combo,ftpd,28574.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:18', '2005']"
313,Jun,24,18:55:18,combo,ftpd,28573.0,connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.69.108.57', '()', 'Fri', 'Jun', '24', '18:55:18', '2005']"
314,Jun,25,04:04:25,combo,su(pam_unix),29690.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),"['cyrus', '(uid=0)']"
315,Jun,25,04:04:25,combo,su(pam_unix),29690.0,session closed for user cyrus,E101,session closed for user <*>,['cyrus']
316,Jun,25,04:04:26,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],[]
317,Jun,25,04:10:34,combo,su(pam_unix),30934.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),"['news', '(uid=0)']"
318,Jun,25,04:10:35,combo,su(pam_unix),30934.0,session closed for user news,E101,session closed for user <*>,['news']
319,Jun,25,04:41:49,combo,sshd(pam_unix),31031.0,check pass; user unknown,E27,check pass; user unknown,[]
320,Jun,25,04:41:49,combo,sshd(pam_unix),31031.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=massive.merukuru.org']"
321,Jun,25,04:41:49,combo,sshd(pam_unix),31035.0,check pass; user unknown,E27,check pass; user unknown,[]
322,Jun,25,04:41:49,combo,sshd(pam_unix),31035.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=massive.merukuru.org']"
323,Jun,25,04:41:49,combo,sshd(pam_unix),31034.0,check pass; user unknown,E27,check pass; user unknown,[]
324,Jun,25,04:41:49,combo,sshd(pam_unix),31034.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=massive.merukuru.org']"
325,Jun,25,04:41:49,combo,sshd(pam_unix),31036.0,check pass; user unknown,E27,check pass; user unknown,[]
326,Jun,25,04:41:49,combo,sshd(pam_unix),31036.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=massive.merukuru.org']"
327,Jun,25,04:41:51,combo,sshd(pam_unix),31025.0,check pass; user unknown,E27,check pass; user unknown,[]
328,Jun,25,04:41:51,combo,sshd(pam_unix),31025.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=massive.merukuru.org']"
329,Jun,25,04:41:51,combo,sshd(pam_unix),31028.0,check pass; user unknown,E27,check pass; user unknown,[]
330,Jun,25,04:41:51,combo,sshd(pam_unix),31028.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=massive.merukuru.org']"
331,Jun,25,04:41:51,combo,sshd(pam_unix),31020.0,check pass; user unknown,E27,check pass; user unknown,[]
332,Jun,25,04:41:51,combo,sshd(pam_unix),31020.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=massive.merukuru.org']"
333,Jun,25,04:41:51,combo,sshd(pam_unix),31027.0,check pass; user unknown,E27,check pass; user unknown,[]
334,Jun,25,04:41:51,combo,sshd(pam_unix),31027.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=massive.merukuru.org']"
335,Jun,25,04:41:51,combo,sshd(pam_unix),31021.0,check pass; user unknown,E27,check pass; user unknown,[]
336,Jun,25,04:41:51,combo,sshd(pam_unix),31021.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=massive.merukuru.org']"
337,Jun,25,04:41:51,combo,sshd(pam_unix),31024.0,check pass; user unknown,E27,check pass; user unknown,[]
338,Jun,25,04:41:51,combo,sshd(pam_unix),31024.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=massive.merukuru.org,E15,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=massive.merukuru.org']"
339,Jun,25,09:20:24,combo,ftpd,31475.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
340,Jun,25,09:20:24,combo,ftpd,31477.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
341,Jun,25,09:20:24,combo,ftpd,31474.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
342,Jun,25,09:20:24,combo,ftpd,31476.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
343,Jun,25,09:20:24,combo,ftpd,31473.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
344,Jun,25,09:20:24,combo,ftpd,31467.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
345,Jun,25,09:20:24,combo,ftpd,31470.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
346,Jun,25,09:20:24,combo,ftpd,31465.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
347,Jun,25,09:20:24,combo,ftpd,31472.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
348,Jun,25,09:20:24,combo,ftpd,31468.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
349,Jun,25,09:20:24,combo,ftpd,31463.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
350,Jun,25,09:20:24,combo,ftpd,31471.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
351,Jun,25,09:20:24,combo,ftpd,31469.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
352,Jun,25,09:20:24,combo,ftpd,31462.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
353,Jun,25,09:20:24,combo,ftpd,31464.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
354,Jun,25,09:20:24,combo,ftpd,31466.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
355,Jun,25,09:20:24,combo,ftpd,31461.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
356,Jun,25,09:20:24,combo,ftpd,31460.0,connection from 210.118.170.95 () at Sat Jun 25 09:20:24 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.118.170.95', '()', 'Sat', 'Jun', '25', '09:20:24', '2005']"
357,Jun,25,19:25:30,combo,ftpd,32328.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jun', '25', '19:25:30', '2005']"
358,Jun,25,19:25:30,combo,ftpd,32329.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jun', '25', '19:25:30', '2005']"
359,Jun,25,19:25:30,combo,ftpd,32324.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['211.167.68.59', '()', 'Sat', 'Jun', '25', '19:25:30', '2005']"
